,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000,1010,1020,1030,1040,1050,1060,1070,1080,1090,1100,1110,1120,1130,1140,1150,1160,1170,1180,1190,1200,1210,1220,1230,1240,1250,1260,1270,1280,1290,1300,1310,1320,1330,1340,1350,1360,1370,1380,1390,1400,1410,1420,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580,1590,1600,1610,1620,1630,1640,1650,1660,1670,1680,1690,1700,1710,1720,1730,1740,1750,1760,1770,1780,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150,2160,2170,2180,2190,2200,2210,2220,2230,2240,2250,2260,2270,2280,2290,2300,2310,2320,2330,2340,2350,2360,2370,2380,2390,2400,2410,2420,2430,2440,2450,2460,2470,2480,2490,2500,2510,2520,2530,2540,2550,2560,2570,2580,2590,2600,2610,2620,2630,2640,2650,2660,2670,2680,2690,2700,2710,2720,2730,2740,2750,2760,2770,2780,2790,2800,2810,2820,2830,2840,2850,2860,2870,2880,2890,2900,2910,2920,2930,2940,2950,2960,2970,2980,2990,3000
LANGLEY,0,1177.38,1176.98,1176.98,1176.98,1176.98,1176.98,1176.98,1176.98,1176.98,1176.98,1176.98,1176.98,1176.98,1176.98,1176.98,1176.98,1176.98,1176.98,1176.98,1176.98,1176.98,1176.98,1158.63,1195.47,1195.47,1171.15,1154.06,1165.19,1165.19,1192.43,1175.28,1175.28,1155.44,1179.31,1155.41,1181.65,1168.58,1168.58,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,1190.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAMSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232,1232,1232,1232,1232,1232,1215.98,1215.98,1215.98,1179.27,1179.27,1179.27,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,1151.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALMOUTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138.45,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,1122.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATIONFORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1231.18,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,1173.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAINTFRANCIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210.99,1210.99,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,1177.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BROCKBRIDGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,1168,1152.92,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,1121.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIVINGSTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,1230.81,1216.06,1183.39,1183.39,1183.39,1183.39,1183.39,1183.39,1183.39,1183.39,1183.39,1155.56,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,1158.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBASISSILICONVALLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186.32,1216.02,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,1172.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARRISON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,1243.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BILLINGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165.21,1182.81,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,1151.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPKINTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,1136.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEDWCLARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,1156.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAUI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,1143.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
